index,video_id,title,url,duration,upload_date
1,zyaY899762Y,QuantPy is staying QuantPy,https://www.youtube.com/watch?v=zyaY899762Y,7:52,
2,PqGn3KvekFI,Channel Update: QuantPy & ThetaData,https://www.youtube.com/watch?v=PqGn3KvekFI,3:20,
3,_rizPYGElQ4,From Black Holes to Black-Scholes,https://www.youtube.com/watch?v=_rizPYGElQ4,1:10:39,
4,yp2sLDFnJ8c,OpenAI & Python: The Ultimate Twitter Automation Guide,https://www.youtube.com/watch?v=yp2sLDFnJ8c,39:46,
5,7UY6Yg53R2Q,A 20-Year Veteran Reveals the World of Options Market Making,https://www.youtube.com/watch?v=7UY6Yg53R2Q,52:29,
6,aazoO0Db-MI,Is your Sharpe Ratio is Lying to you? Use this instead,https://www.youtube.com/watch?v=aazoO0Db-MI,24:06,
7,hwKWjsMUEoE,You will need to be the kind of person who loves to solve problems · Octavio Baraldo Queijeiro,https://www.youtube.com/watch?v=hwKWjsMUEoE,45:58,
8,fY1rtV6qgoo,Stop making investment decisions using this metric!,https://www.youtube.com/watch?v=fY1rtV6qgoo,19:47,
9,OF230bS6yo8,Inferring the Aggressor using Options Data,https://www.youtube.com/watch?v=OF230bS6yo8,25:54,
10,Hrs9CWb92_g,Real-Time Streaming of Every Option Trade,https://www.youtube.com/watch?v=Hrs9CWb92_g,15:40,
11,Zj9pwqV5MDY,Machine Learning in Finance Course,https://www.youtube.com/watch?v=Zj9pwqV5MDY,1:47,
12,ZrXM0KizUsM,Historical vs Implied Volatility with 10yrs Options Data,https://www.youtube.com/watch?v=ZrXM0KizUsM,31:18,
13,aMgWz2dWyIE,Risk Neutral Pricing of Weather Derivatives,https://www.youtube.com/watch?v=aMgWz2dWyIE,27:14,
14,b7gP1UW8zzE,Can You Compare Intraday Volatility Surfaces?,https://www.youtube.com/watch?v=b7gP1UW8zzE,24:27,
15,fyNi_7vLMvM,Monte Carlo Simulation of Temperature for Weather Derivative Pricing,https://www.youtube.com/watch?v=fyNi_7vLMvM,16:44,
16,Kjpf4cvfsC0,Time Varying Volatility Models for Stochastic Finance | Weather Derivatives,https://www.youtube.com/watch?v=Kjpf4cvfsC0,19:53,
17,wMt4ASknkX8,Modifying the Ornstein-Uhlenbeck process | A practical application of stochastic calculus for Quants,https://www.youtube.com/watch?v=wMt4ASknkX8,19:05,
18,sa7E9qUHYXw,Detrending and deseasonalizing data with fourier series,https://www.youtube.com/watch?v=sa7E9qUHYXw,12:16,
