index,video_id,title,url,duration,upload_date
1,wdeoIPCFtDU,In Pursuit of the Perfect Portfolio: Harry M. Markowitz,https://www.youtube.com/watch?v=wdeoIPCFtDU,34:51,
2,RVWEhCd819E,Masters of Finance: Harry Markowitz,https://www.youtube.com/watch?v=RVWEhCd819E,21:52,
3,lq2PL-Hxmio,"IFA.com - An Hour with Harry Markowitz, Father of Modern Portfolio Theory",https://www.youtube.com/watch?v=lq2PL-Hxmio,1:07:53,
4,bZgiK4zMXz8,IDEaS-- Nobel Laureate Harry M. Markowitz,https://www.youtube.com/watch?v=bZgiK4zMXz8,25:27,
5,8xiXJf4kSdM,An Interview with Harry Markowitz,https://www.youtube.com/watch?v=8xiXJf4kSdM,1:34:48,
6,4hqgAG63D34,2013 Wharton-Jacobs Levy Prize: Harry Markowitz,https://www.youtube.com/watch?v=4hqgAG63D34,22:47,
7,PfEoCVMNy0Q,Harry Markowitz interview: 3/6/2011,https://www.youtube.com/watch?v=PfEoCVMNy0Q,59:51,
8,PTHAFJfLISk,Dr. Harry Markowitz – Modern Portfolio Theory – interview – Goldstein on Gelt,https://www.youtube.com/watch?v=PTHAFJfLISk,20:33,
9,wZqLjHkg91g,Harry Markowitz is interviewed by Dr. Richard O. Michaud - 2011,https://www.youtube.com/watch?v=wZqLjHkg91g,59:50,
10,gWj3Bim7_ls,"Markowitz and Modern Portfolio Theory, conference LIVE!!! (Part 2)",https://www.youtube.com/watch?v=gWj3Bim7_ls,10:41,
11,eW1eoTHjBfw,Modern Portfolio Theory | Markowitz Portfolio Theory,https://www.youtube.com/watch?v=eW1eoTHjBfw,16:51,
12,pR75TOxyOyY,"Markowitz and Modern Portfolio Theory, conference LIVE!!! (Part 4)",https://www.youtube.com/watch?v=pR75TOxyOyY,10:41,
13,DZkJdUYJdqw,Understanding Modern Portfolio Theory,https://www.youtube.com/watch?v=DZkJdUYJdqw,18:26,
14,TqDdq96nmU8,168: Harry Markowitz on His Journey Through Philosophy and Finance and Not Being Done Yet,https://www.youtube.com/watch?v=TqDdq96nmU8,1:02:10,
