index,video_id,title,url,duration,upload_date
1,fUDn-c6ih9A,Ray Dalio - The False Prophet of Finance | Full Documentary,https://www.youtube.com/watch?v=fUDn-c6ih9A,42:14,
2,pK5yZqDOPKg,State Street - The $57 Trillion Financial Monster | Documentary,https://www.youtube.com/watch?v=pK5yZqDOPKg,45:18,
3,jHtNTBO4vFI,The Rockefeller Dynasty - A Complete History | 2026 Documentary,https://www.youtube.com/watch?v=jHtNTBO4vFI,52:59,
4,yvDlnXOQjuI,Al Nahyans - Trillionaire Family That Built UAE | 2026 Documentary,https://www.youtube.com/watch?v=yvDlnXOQjuI,48:42,
5,sf96kB5HNvg,Wells Fargo - The $2 Trillion Criminal Empire | Documentary,https://www.youtube.com/watch?v=sf96kB5HNvg,49:36,
6,zvLKxXveAJY,Shadow State  - The ENTIRE History of FBI | Documentary,https://www.youtube.com/watch?v=zvLKxXveAJY,57:24,
7,SnoGHGFTnzo,Maktoums - Trillionaire Family That Built Dubai | 2025 Documentary,https://www.youtube.com/watch?v=SnoGHGFTnzo,38:32,
8,_3C65eZuv1w,American Express - The Trillion Dollar Money Machine | Documentary,https://www.youtube.com/watch?v=_3C65eZuv1w,46:27,
9,UnvtdsiTgD8,Black Budget - The ENTIRE History of CIA | Documentary,https://www.youtube.com/watch?v=UnvtdsiTgD8,46:17,
10,lkS6AxfHeAA,Michael Milken – Wildest Wall Street Story Ever Told,https://www.youtube.com/watch?v=lkS6AxfHeAA,47:20,
11,aw5i2EB0zg0,UBS - The Bank of Dirty Money | Full Documentary,https://www.youtube.com/watch?v=aw5i2EB0zg0,45:50,
12,tmCl4GIZjiI,Mormons - America’s Wealthiest Religion | A Documentary,https://www.youtube.com/watch?v=tmCl4GIZjiI,50:24,
13,Mt_R-oea7e4,Medici - The Most Powerful Family in History | A Documentary,https://www.youtube.com/watch?v=Mt_R-oea7e4,48:09,
14,81slcgZIXgY,Norway – How a Tiny Nation Got Insanely Rich | 2025 Documentary,https://www.youtube.com/watch?v=81slcgZIXgY,47:25,
15,KH8FPpoyj14,World Economic Forum - A Global Cult | 2025 Documentary,https://www.youtube.com/watch?v=KH8FPpoyj14,53:20,
16,BW3Ld3VCqqc,Saudi Arabia - The Making of a Financial Empire | A Documentary,https://www.youtube.com/watch?v=BW3Ld3VCqqc,49:29,
17,LPPUIFz29uc,Bank of America – The Cartel of U.S. Finance | Full Documentary,https://www.youtube.com/watch?v=LPPUIFz29uc,43:13,
18,Bwt-pIxekMQ,The Secret History of The Vatican's Wealth |  2025 Documentary,https://www.youtube.com/watch?v=Bwt-pIxekMQ,50:18,
19,YpZiTrWGmL4,Visa Inc. - The 12 Trillion Dollar Money Machine | A Finance Documentary,https://www.youtube.com/watch?v=YpZiTrWGmL4,39:19,
20,us5PoN3jN4o,Citibank – The Oldest American Banking Mafia | Full Documentary,https://www.youtube.com/watch?v=us5PoN3jN4o,45:58,
21,IbWl40xgw0A,Empire of Shadows: True Story of the Richest Family in History,https://www.youtube.com/watch?v=IbWl40xgw0A,39:29,
22,cpJIzrhAlYQ,JPMorgan Chase : Untold History of a Super Bank | 2023 Documentary,https://www.youtube.com/watch?v=cpJIzrhAlYQ,42:56,
23,qUxQug5gfdY,The Twisted History of Morgan Stanley | A Wall Street Documentary,https://www.youtube.com/watch?v=qUxQug5gfdY,44:05,
24,eZg0UZnaEDY,How One Man Quietly Built a $7 Trillion Empire | Charles Schwab,https://www.youtube.com/watch?v=eZg0UZnaEDY,29:50,
25,wfwxe0lLaDs,The Berkshire Empire: Hidden Truth of Buffett and Munger's Success | 2023 Documentary,https://www.youtube.com/watch?v=wfwxe0lLaDs,32:36,
26,aYpZmOXZ0pY,Vanguard - The 8 Trillion Dollar Financial Empire | 2023 Documentary,https://www.youtube.com/watch?v=aYpZmOXZ0pY,37:04,
27,bVM2r4vMlTU,The Untold History of Warren Buffett | 2023 Documentary,https://www.youtube.com/watch?v=bVM2r4vMlTU,35:14,
28,J5Npf2xJpag,Goldman Sachs - Company that Ruled the World | 2023 Documentary,https://www.youtube.com/watch?v=J5Npf2xJpag,35:18,
29,5KV0u7rby14,Alan Greenspan - The Man Who Broke America | A Biography,https://www.youtube.com/watch?v=5KV0u7rby14,28:23,
30,8PPXIQRB_4g,Paul Volcker: The Man Who Saved America.  |  A Documentary,https://www.youtube.com/watch?v=8PPXIQRB_4g,21:34,
31,3jGYHuBrYYQ,Fidelity: The 8 Trillion Dollar Private Company | A Finance Documentary,https://www.youtube.com/watch?v=3jGYHuBrYYQ,31:01,
32,4WsPTqcwLiA,Peter Lynch - America’s NO. 1 Money Manager | A Biography,https://www.youtube.com/watch?v=4WsPTqcwLiA,30:33,
33,vngXI_x50dc,Sam Zell -  The Biggest Real Estate Owner in America | Full Documentary,https://www.youtube.com/watch?v=vngXI_x50dc,35:23,
34,KUDK8tdDSyg,The Vulture of Wall Street  | Billionaire Investor Howard Marks,https://www.youtube.com/watch?v=KUDK8tdDSyg,34:55,
35,UJeOmh55JZU,Meet the Investor Who Made Bill Gates $50 Billion | A Michael Larson Documentary,https://www.youtube.com/watch?v=UJeOmh55JZU,24:22,
36,AkHbB9GuCkE,Jamie Dimon - The Most Powerful Banker in America | Full Documentary,https://www.youtube.com/watch?v=AkHbB9GuCkE,34:32,
37,BtMNls7O3FY,America's Most Profitable Investor You Never Heard Of | A Documentary on Stanley Druckenmiller,https://www.youtube.com/watch?v=BtMNls7O3FY,27:40,
38,0_gQhrFq1oU,The Great Speculator  - The Mysterious Life of George Soros | A Documentary,https://www.youtube.com/watch?v=0_gQhrFq1oU,30:01,
39,CIXH1cceujg,How Cathie Wood Became the Queen of Retail Investors,https://www.youtube.com/watch?v=CIXH1cceujg,30:13,
40,ZO8XGmUA0bM,Larry Fink - The Most Powerful Man in Finance | A Documentary,https://www.youtube.com/watch?v=ZO8XGmUA0bM,24:54,
41,AyEjWQJcWU4,Bill Ackman - The Next Warren Buffett | Full Documentary,https://www.youtube.com/watch?v=AyEjWQJcWU4,33:24,
42,Mg7PC6LforY,Carl Icahn - The Most Feared Man on Wall Street!,https://www.youtube.com/watch?v=Mg7PC6LforY,23:14,
43,8fFYAJ-5kKE,How Hedge Funds Control America,https://www.youtube.com/watch?v=8fFYAJ-5kKE,18:40,
44,azLvQJUJyIQ,Inside the World of a Billionaire Speculator - Paul Tudor Jones Documentary,https://www.youtube.com/watch?v=azLvQJUJyIQ,20:28,
45,t9rmqFkc-9Q,Make Billions from Scraps – Crazy Investment Strategy of Marc Lasry,https://www.youtube.com/watch?v=t9rmqFkc-9Q,12:29,
46,nJdCqaIIPHQ,Steve Cohen - America's Most Profitable Day Trader,https://www.youtube.com/watch?v=nJdCqaIIPHQ,19:45,
