index,video_id,title,url,duration,upload_date
1,9Yv7_4UKDs4,Biography of Igor Tulchinsky,https://www.youtube.com/watch?v=9Yv7_4UKDs4,3:49,
2,NBu716T_iZE,Untitled,https://www.youtube.com/watch?v=NBu716T_iZE,,
3,qKFr3QbHcsc,"Igor Tulchinsky, Founder & CEO, WorldQuant LLC - Adventures of the Mind Summit 2015",https://www.youtube.com/watch?v=qKFr3QbHcsc,28:22,
4,oHLMKn2zewQ,CEOs Building Businesses in a Transformed World,https://www.youtube.com/watch?v=oHLMKn2zewQ,1:06,
5,JMQfyvNZXgE,Commitment Announcement: WorldQuant - CGI 2016 Annual Meeting,https://www.youtube.com/watch?v=JMQfyvNZXgE,3:28,
6,TOBA6BrTxtQ,The Age of Prediction,https://www.youtube.com/watch?v=TOBA6BrTxtQ,2:20,
7,27VVBwOoCR8,The Future of Finance,https://www.youtube.com/watch?v=27VVBwOoCR8,53:15,
8,uroRESJIDNo,Jobs of 2037: Preparing for the Future,https://www.youtube.com/watch?v=uroRESJIDNo,1:02:38,
9,6CAaHSm6BdM,LIVE: Corner Office: Leading Organizations in an Era of Change,https://www.youtube.com/watch?v=6CAaHSm6BdM,1:00:47,
10,1wJW1qhkJ1w,The Evolution of Asset Management,https://www.youtube.com/watch?v=1wJW1qhkJ1w,55:30,
11,xyDqEhYT3bE,College to Career,https://www.youtube.com/watch?v=xyDqEhYT3bE,1:01:31,
12,2HSydNuAzo0,How Philanthropic Capital Can Spark 21st Century Innovations,https://www.youtube.com/watch?v=2HSydNuAzo0,1:02:23,
13,_j7lAklZbnA,How I Did It: Profiles of Next-Generation Leadership Strategies,https://www.youtube.com/watch?v=_j7lAklZbnA,59:33,
14,3yBEleYfApM,The Rise of Data-ocracy,https://www.youtube.com/watch?v=3yBEleYfApM,1:00:31,
15,1WJjBRQKdeg,"Quantum computing, the internet of things, AI and other potential game-changers",https://www.youtube.com/watch?v=1WJjBRQKdeg,45:16,
16,bT9m1nujFGY,Scaling Quantitative Research on Sensitive Data,https://www.youtube.com/watch?v=bT9m1nujFGY,35:45,
17,4T2ORQ_cuxk,To Turn Data Into Signals You Need People,https://www.youtube.com/watch?v=4T2ORQ_cuxk,0:35,
18,Tr-uWhfDiVA,WorldQuant Predictive - Who we are,https://www.youtube.com/watch?v=Tr-uWhfDiVA,2:12,
19,ibswo7_KSwI,Rohit Agarwal: Diving Deeper at WorldQuant,https://www.youtube.com/watch?v=ibswo7_KSwI,1:56,
20,pw9EOH6f4XQ,Untitled,https://www.youtube.com/watch?v=pw9EOH6f4XQ,,
21,HRuBbCrgbXw,Untitled,https://www.youtube.com/watch?v=HRuBbCrgbXw,,
22,_PJBjO4e5TE,Paul Griffin and Peter Mora: STAR-Crossed Colleagues,https://www.youtube.com/watch?v=_PJBjO4e5TE,1:37,
23,PMwi4ksNmag,批量生产Alpha交易信号：WorldQuant CEO Igor talked about Alpha Factory in Bloomberg Quant Seminar in 2021 Feb,https://www.youtube.com/watch?v=PMwi4ksNmag,6:58,
24,5MyHnlIRYL4,C64 Game - Ghost Hunt (1985 CBS College Publishing),https://www.youtube.com/watch?v=5MyHnlIRYL4,3:16,
25,1YfdWazK000,"Christopher E. Mason & Igor Tulchinsky: Smart Weapons, Genetics, and Predictive Algorithms | RP#146",https://www.youtube.com/watch?v=1YfdWazK000,56:40,
26,UYNb3nuoLUY,How will predictive AI transform our work and lives? | Igor Tulchinsky x Brain Bar,https://www.youtube.com/watch?v=UYNb3nuoLUY,23:42,
27,XViqSdHhtAU,The Age of Prediction | Igor Tulchinsky and Chris Mason,https://www.youtube.com/watch?v=XViqSdHhtAU,1:00:47,
28,Ptd8IH6k7us,Book Summary The Age of Prediction: by Christopher Mason and Igor Tulchinsky | AudioBook,https://www.youtube.com/watch?v=Ptd8IH6k7us,20:09,
29,ACd3oBwzRWM,"The Unrules: Man, Machines and the Quest to… by Igor Tulchinsky · Audiobook preview",https://www.youtube.com/watch?v=ACd3oBwzRWM,29:57,
30,anyBhH4gejI,Exponential Technologies to Build the Future Faster,https://www.youtube.com/watch?v=anyBhH4gejI,38:37,
31,_HMq1YsZyyg,Using Genetics to Predict and Solve Crime | Christopher E. Mason & Igor Tulchinsky,https://www.youtube.com/watch?v=_HMq1YsZyyg,12:15,
