index,video_id,title,url,duration,upload_date
1,Ulmq6I8aH40,House of Ken Griffin – The Story of Citadel | A Documentary,https://www.youtube.com/watch?v=Ulmq6I8aH40,14:05,
2,5KOT0_I4Fvw,Citadel CEO Ken Griffin On Seeking Out Talent With Exceptional Problem Solving Skills | CNBC,https://www.youtube.com/watch?v=5KOT0_I4Fvw,11:30,
3,yP79mQSlGbg,Leaders of Global Finance Speakers Series presents Kenneth Griffin,https://www.youtube.com/watch?v=yP79mQSlGbg,43:52,
4,dFE3X9qjWd0,"Kenneth C. Griffin, Founder & CEO, Citadel, 10/4/21",https://www.youtube.com/watch?v=dFE3X9qjWd0,1:13:18,
5,yF-WTRoSPhg,"Ken Griffin Talks Crypto, Digital Currency and The Future of the Economy | DealBook Online Summit",https://www.youtube.com/watch?v=yF-WTRoSPhg,27:32,
6,3WG00XcLFJs,"Citadel CEO Ken Griffin on Hedge Funds, Financial Regulation",https://www.youtube.com/watch?v=3WG00XcLFJs,19:44,
7,CSfvVgj7JAM,Ken Griffin: From Starting a Hedge Fund in His Dorm Room to Billionaire Investor,https://www.youtube.com/watch?v=CSfvVgj7JAM,16:26,
8,_wRQIhtX0Wo,The David Rubenstein Show: Citadel's Ken Griffin,https://www.youtube.com/watch?v=_wRQIhtX0Wo,24:06,
9,zBeth62yU8w,The Global Investment Outlook in a Late Stage Cycle,https://www.youtube.com/watch?v=zBeth62yU8w,32:13,
10,KDOajLi2-Hs,Citadel CEO Ken Griffin Says China Won’t Escape Impact of U.S. Monetary Tightening,https://www.youtube.com/watch?v=KDOajLi2-Hs,15:15,
11,bM2BZL54O6o,Ken Griffin: How Talent and Technology Are Shaping the Markets,https://www.youtube.com/watch?v=bM2BZL54O6o,15:28,
12,2iDDDRfZ0I0,Untitled,https://www.youtube.com/watch?v=2iDDDRfZ0I0,,
13,ZWb7yHuYf14,Ken Griffin on Bloomberg  Oct 4th   Mr. Griffin comments on Chicago Crime,https://www.youtube.com/watch?v=ZWb7yHuYf14,16:01,
14,RNgzOr-m6ok,Rep. Sherman asks Citadel CEO Griffin about payment for order flow at GameStop hearing,https://www.youtube.com/watch?v=RNgzOr-m6ok,5:13,
15,5_f2AEiHY8w,Ken Griffin Visits “War Stories Over Board Games” to Talk Lessons Learned Over Career,https://www.youtube.com/watch?v=5_f2AEiHY8w,5:39,
16,xSpGQvgy4YQ,Ken Griffin on Inspiring the Next Generation of Talent,https://www.youtube.com/watch?v=xSpGQvgy4YQ,5:44,
17,UqO6gtNP9SU,Ken Griffin Discusses Markets and Policy in CNBC Interview,https://www.youtube.com/watch?v=UqO6gtNP9SU,14:58,
18,kMC9HUjhCIE,We handle roughly 40% of retail volume: Citadel CEO at GameStop hearing,https://www.youtube.com/watch?v=kMC9HUjhCIE,5:10,
19,vFeKmMBky40,A Conversation with Ken Griffin and Steve Schwarzman,https://www.youtube.com/watch?v=vFeKmMBky40,1:02:17,
20,nPxy4_3aSzo,A Conversation With Ken Griffin and Mohamed El-Erian,https://www.youtube.com/watch?v=nPxy4_3aSzo,57:29,
21,_76ZkKpdLAw,"Perspectives on What's Ahead: A Conversation with Kenneth C. Griffin Founder,  CEO Citadel",https://www.youtube.com/watch?v=_76ZkKpdLAw,1:07:00,
22,FzKvnz-EZFA,"Ken Griffin, Founder and CEO of Citadel",https://www.youtube.com/watch?v=FzKvnz-EZFA,24:26,
23,Oq-8Umqsq7A,In Conversation With Ken Griffin,https://www.youtube.com/watch?v=Oq-8Umqsq7A,25:16,
24,gh6CjVgIia8,"Kenneth Griffin, Founder & CEO, Citadel, 5/20/13",https://www.youtube.com/watch?v=gh6CjVgIia8,1:05:02,
25,SH3JC1ilUZM,In Conversation with Citadel's Ken Griffin,https://www.youtube.com/watch?v=SH3JC1ilUZM,33:24,
26,nOPE3vnftig,"Ken Griffin Talks Investing, US Economy at the Qatar Economic Forum 2024",https://www.youtube.com/watch?v=nOPE3vnftig,25:16,
