index,status,video_id,title,url,duration,output_file,transcript_chars,source,note
1,saved,QNznD9hMEh0,Jim Simons (full length interview) - Numberphile,https://www.youtube.com/watch?v=QNznD9hMEh0,1:00:43,Jim Simons (full length interview) - Numberphile.md,50144,NotebookLM YouTube transcript import,
2,saved,Tj1NyJHLvWA,"James H. Simons: Mathematics, Common Sense and Good Luck",https://www.youtube.com/watch?v=Tj1NyJHLvWA,1:20:37,"James H. Simons- Mathematics, Common Sense and Good Luck.md",62000,NotebookLM YouTube transcript import,
3,saved,U5kIdtMJGc8,The mathematician who cracked Wall Street | Jim Simons,https://www.youtube.com/watch?v=U5kIdtMJGc8,23:08,The mathematician who cracked Wall Street - Jim Simons.md,19227,NotebookLM YouTube transcript import,
4,saved,8JaSTf3oSTA,Jim Simons: Pinnacle of Trading Greatness · Greg Zuckerman,https://www.youtube.com/watch?v=8JaSTf3oSTA,1:04:26,Jim Simons- Pinnacle of Trading Greatness · Greg Zuckerman.md,57868,NotebookLM YouTube transcript import,
5,saved,eUVzb6uv0O0,"A life in 5 parts: Math, Codes, Hunting Talent, Stocks & Science | Jim Simons on The Origins Podcast",https://www.youtube.com/watch?v=eUVzb6uv0O0,1:42:41,"A life in 5 parts- Math, Codes, Hunting Talent, Stocks & Science - Jim Simons on The Origins Podcast.md",82879,NotebookLM YouTube transcript import,
6,saved,6fr8XOtbPqM,Jim Simons: Life Lessons from the ‘World’s Smartest Billionaire' (Ep. 54),https://www.youtube.com/watch?v=6fr8XOtbPqM,1:24:42,Jim Simons- Life Lessons from the ‘World’s Smartest Billionaire' (Ep. 54).md,59287,NotebookLM YouTube transcript import,
7,saved,uST49CNF_RQ,NAS Research Briefings: James Simons - My Peregrinations through Mathematics,https://www.youtube.com/watch?v=uST49CNF_RQ,22:47,NAS Research Briefings- James Simons - My Peregrinations through Mathematics.md,17601,NotebookLM YouTube transcript import,
8,saved,jGboCWksDJU,"Mind Brain Lecture 2016: with Alan Alda, Eric Kandel and Jim Simons",https://www.youtube.com/watch?v=jGboCWksDJU,1:00:25,"Mind Brain Lecture 2016- with Alan Alda, Eric Kandel and Jim Simons.md",49115,NotebookLM YouTube transcript import,
9,saved,tWN_Fw5rLvI,RR #97 - Greg Zuckerman: Did Jim Simons (Renaissance Technologies) Solve the Market?,https://www.youtube.com/watch?v=tWN_Fw5rLvI,43:31,RR #97 - Greg Zuckerman- Did Jim Simons (Renaissance Technologies) Solve the Market-.md,46873,NotebookLM YouTube transcript import,
10,saved,dKxzh75a4oc,TIP273: Billionaire Quant Jim Simons - With Gregory Zuckerman,https://www.youtube.com/watch?v=dKxzh75a4oc,37:09,TIP273- Billionaire Quant Jim Simons - With Gregory Zuckerman.md,35218,NotebookLM YouTube transcript import,
11,saved,HVqxs0YBp4g,"Dr. James Simons, S. Donald Sussman Fellowship Award Fireside Chat Series. Chat 1. February 27, 2019",https://www.youtube.com/watch?v=HVqxs0YBp4g,1:24:24,"Dr. James Simons, S. Donald Sussman Fellowship Award Fireside Chat Series. Chat 1. February 27, 2019.md",60832,NotebookLM YouTube transcript import,
12,saved,w8o-qC8E5ic,"Dr. James Simons, S. Donald Sussman Fellowship Award Fireside Chat Series. Chat 3. March 13, 2019",https://www.youtube.com/watch?v=w8o-qC8E5ic,1:21:53,"Dr. James Simons, S. Donald Sussman Fellowship Award Fireside Chat Series. Chat 3. March 13, 2019.md",56496,NotebookLM YouTube transcript import,
13,saved,Tl90VSRRkBE,The roots of differential cohomology | James H. Simons | Лекториум,https://www.youtube.com/watch?v=Tl90VSRRkBE,1:35:30,The roots of differential cohomology - James H. Simons - Лекториум.md,62478,NotebookLM YouTube transcript import,
14,saved,scHYR_ALl1c,Jim Simons THE MAN WHO SOLVED THE MARKET by Greg Zuckerman (040),https://www.youtube.com/watch?v=scHYR_ALl1c,46:53,Jim Simons THE MAN WHO SOLVED THE MARKET by Greg Zuckerman (040).md,46996,NotebookLM YouTube transcript import,
15,saved,srbQzrtfEvY,"Dr. James Simons, S. Donald Sussman Fellowship Award Fireside Chat Series. Chat 2. March 6, 2019",https://www.youtube.com/watch?v=srbQzrtfEvY,1:28:09,"Dr. James Simons, S. Donald Sussman Fellowship Award Fireside Chat Series. Chat 2. March 6, 2019.md",64877,NotebookLM YouTube transcript import,
