index,status,video_id,title,url,duration,output_file,transcript_chars
33,missing,eQGfCT6-lxs,Running 55+ Systematic Trading Strategies Simultaneously · Laurens Bensdorp,https://www.youtube.com/watch?v=eQGfCT6-lxs,55:56,,
140,missing,HCPEl109s9A,Adopting Systems to Improve Trading Decisions · Brannigan Barrett,https://www.youtube.com/watch?v=HCPEl109s9A,1:06:36,,
159,missing,n5BtIStQQqA,Best of Risk Management · Part 2,https://www.youtube.com/watch?v=n5BtIStQQqA,1:06:48,,
189,missing,F41oieAGYXM,How to Scan for Best Day Trading Stocks · @TAGRtrades,https://www.youtube.com/watch?v=F41oieAGYXM,3:54,,
222,missing,tXw6T42Bv5U,In search of the next great trade... | Kevin Muir,https://www.youtube.com/watch?v=tXw6T42Bv5U,1:23:15,,
278,missing,VOrTAaAhXXA,Options trading strategies & market experiences · Tom Sosnoff of tastytrade,https://www.youtube.com/watch?v=VOrTAaAhXXA,1:00:59,,
285,missing,lKbWxrRHMos,One day traders' volatile path from zero to hero • Anthony Crudele interview,https://www.youtube.com/watch?v=lKbWxrRHMos,1:07:01,,
286,missing,9NJ9I6X7A1g,The biggest financial experiment the world has ever seen • Raoul Pal Interview,https://www.youtube.com/watch?v=9NJ9I6X7A1g,1:09:20,,
288,missing,WpZhIpVStgI,How to be a profitable short-term trader in a high frequency world,https://www.youtube.com/watch?v=WpZhIpVStgI,1:09:53,,
293,missing,dbw4wFtC9II,"The mechanics of a dark pool · Dan Aisen, IEX Trading",https://www.youtube.com/watch?v=dbw4wFtC9II,1:03:48,,
295,missing,kCB9TDEIKEs,"Day Trading: Specializing, automating, using stats | Jeff Davis",https://www.youtube.com/watch?v=kCB9TDEIKEs,1:16:32,,
297,missing,fjviaIIaOqQ,The Legend of the Turtle Traders | Jerry Parker interview,https://www.youtube.com/watch?v=fjviaIIaOqQ,1:00:58,,
306,missing,E3PW3SvbMsg,"Prop trading and market conditions | Dan Goldberg, FutexLive",https://www.youtube.com/watch?v=E3PW3SvbMsg,1:14:25,,
320,missing,_bzENJBbfCI,"Global macro trading, probabilties and the art of ""big bets"" w/ Jack Litle",https://www.youtube.com/watch?v=_bzENJBbfCI,59:32,,
321,missing,Bf6YKj-2Yr4,Lessons from a decade of Swing Trading w/ Michele Koenig aka OffshoreHunter,https://www.youtube.com/watch?v=Bf6YKj-2Yr4,1:06:58,,
322,missing,iOlSqwz5-Fw,"Trend following, risk management & long term survival w/ Jon Boorman (stock trader)",https://www.youtube.com/watch?v=iOlSqwz5-Fw,1:18:27,,
329,missing,4nKbbPttCa4,"Legendary trader, Peter Brandt – 40+ Years of Extraordinary Returns",https://www.youtube.com/watch?v=4nKbbPttCa4,1:10:42,,
330,missing,mks_76kfJAo,High Growth Stock Trading & Angel Investing w/ Howard Lindzon of StockTwits,https://www.youtube.com/watch?v=mks_76kfJAo,50:42,,
331,missing,A9AONH3usCc,Launching a Hedge Fund & Trading Futures w Michael Melissinos,https://www.youtube.com/watch?v=A9AONH3usCc,1:16:02,,
334,missing,0vpUa1e9uWg,Low-Correlation Stock Trading Strategies w/ Luke Cummings,https://www.youtube.com/watch?v=0vpUa1e9uWg,1:01:15,,
